Region,Territory Level and Typology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
    PL515: Jeleniogórski,Small regions (TL3) - intermediate,5812.67,5706.69,5906.15,6157.9,6463.52,6967.14,7616.66,8410.83,8901.55,9695.96,10484.4,11301.2,..,..
    PL516: Legnicko-Glogowski,,5913.36,6457.45,6707.84,7858.56,9485.43,11788.8,13046.9,12606.8,13397.6,16646.4,18601.3,17675.2,..,..
    PL517: Walbrzyski,,6142.39,6421.6,6736.56,7174.89,7399.79,8222.74,9088.66,9491.04,10085.3,10527.7,11221.6,11360.5,..,..
    PL518: Wroclawski,Small regions (TL3) - predominantly urban,4525.35,5101.43,5327.02,5520.46,5893.15,6415.43,7737.78,8632.17,9210.26,10433.4,11668.1,12670.5,..,..
  PL52: Opole region,Large regions (TL2),9502.84,10019.4,10146.7,11775.7,12087.6,12945,14773.4,16089.5,16264.2,17162.2,18330.7,18709,19291.3,..
    PL521: Nyski,Small regions (TL3) - intermediate,3042.57,3235.05,3221.1,3347.79,3678.37,4007.79,4572.05,4829.7,5129.71,5341.78,5663.81,5846.86,..,..
    PL522: Opolski,,6460.27,6782.23,6923.22,8427.88,8409.25,8937.21,10201.4,11259.9,11134.5,11820.4,12666.9,12862.2,..,..
  PL61: Kuyavian-Pomerania,Large regions (TL2),20476.6,21553,22152.9,23782.5,24702.6,27118.1,30129.9,32039.1,33243.3,35728.9,37856.4,39006.5,40921.5,..
    PL613: Bydgosko-Torunski,Small regions (TL3) - predominantly urban,9749.64,10211.3,10462.6,10992.3,11708.8,12913.3,14393.6,15349.9,15918.3,16923,17920.4,18672.5,..,..
    PL614: Grudziadzki,Small regions (TL3) - predominantly rural close to a city,4171.93,4411.82,4487.05,4865.98,4995.62,5419.82,6042,6439.6,6733.61,7338.91,7956.84,8313.87,..,..
    PL615: Wloclawski,,6555.04,6927.74,7203.21,7926.68,7996,8785.02,9694.3,10249.6,10591.3,11467,11977,12022.4,..,..
  PL62: Warmian-Masuria,Large regions (TL2),11864.2,12480.5,13205.1,14123.5,14870.6,16160.1,17832.4,18978.3,20135.8,21665.6,23122,23807.4,24717.9,..
    PL621: Elblaski,Small regions (TL3) - intermediate,4167.98,4447.67,4656.96,4992.5,5206.55,5648.11,6327.37,6764.99,7169.99,7679.08,8134.96,8373.2,..,..
    PL622: Olsztynski,,5704.07,6052.55,6449.38,6851.3,7234.06,7774.61,8513.82,9016.2,9653.6,10343.4,11156.3,11490.6,..,..
    PL623: Elcki,,1992.18,1980.26,2098.74,2282.15,2430.01,2737.39,2993.28,3197.1,3312.26,3643.12,3832.99,3941.27,..,..
  PL63: Pomerania,Large regions (TL2),23550.8,25397.5,26158.9,28118.1,30008.1,32939.6,36757,38240.3,41910.4,44716,48250.6,51186.3,52555.8,..
    PL631: Slupski,Small regions (TL3) - intermediate,4136.39,4253.65,4472.69,4661.61,5045.12,5578.36,6257.56,6694.99,7260.51,7523.26,7911.74,8151.83,..,..
    PL633: Trojmiejski,,11651,12632.3,12690.6,14082.2,15161.2,16384.2,17844.7,18074,20175.3,21610.7,23660.8,25338.7,..,..
    PL634: Gdanski,,3702.02,3852.96,4051.51,4228.54,4659.85,5231.69,5935.24,6551.22,7146.77,7701.03,8227.4,8859.3,..,..
    PL635: Starogardzki,,4065.31,4658.56,4944.13,5145.78,5141.98,5745.35,6719.49,6920.11,7325.5,7880.99,8450.62,8836.48,..,..
PRT: Portugal,Country,192586,201429,207313,212855,231837,251347,265937,275525,277070,284675,284341,283905,287672,..
  PT11: North (PT),Large regions (TL2),55631.5,57499.3,58108.3,59008.3,64603.3,69960.2,74580.6,77705.3,77695.8,80423.5,80682.8,80661,81766.6,..
  PT15: Algarve,,7689.1,8190.98,8673.62,8865,9849.05,10823.5,11595.8,12085.5,11760.4,11927.8,11856.8,12057.7,12281.6,..
  PT16: Central Portugal,,37207.7,38520.2,40027.7,40983.5,44186.3,47871.8,50316,51183.8,52009.9,53228.1,53121.4,53037.3,53969.9,..
  PT17: Lisbon,,70716.2,74683.4,77035.7,79787.8,86885,93914.3,99384.7,103608,104593,107013,106624,106223,107361,..
  PT18: Alentejo,,13172,13602.7,14184.2,14529.6,15656.2,17190,17908.2,18142.1,17909.9,18663,18600.2,18801.3,18943.8,..
  PT20: Azores (PT),,3780.04,4051.71,4229.72,4326.33,4768.17,5185.71,5460.66,5791.66,5887.31,6067.52,6068.8,6079.42,6207.05,..
  PT30: Madeira (PT),,4022.49,4589.77,4824.04,5164.5,5728.23,6263.67,6583.71,6914.57,6904.33,7040.54,7101.79,6777.39,6862.56,..
    PT111_2002: Minho-Lima,Small regions (TL3) - intermediate,3054.09,3193.07,3249.59,3298.18,3604.99,3976.22,4134.52,4369.93,4578.14,4855.6,4761.43,4789.69,4887.52,..
    PT112_2002: Cávado,Small regions (TL3) - predominantly urban,5453.12,5774.64,5819.77,6019.43,6533.4,7086.13,7588.55,8063.66,8181.91,8353.72,8396.25,8544.23,8603.25,..
    PT113_2002: Ave,,7615.37,7980.56,7988.53,7952.79,8544.12,9128.66,9742.2,10093.8,10029.6,10521.3,10694.7,10811.8,10906.1,..
    PT114_2002: Grande Porto,,24641.1,24945.8,25405.3,25829.5,28338.7,30530.7,32714,33927.4,33349.9,34229.7,34074.1,34023.5,34455.5,..
    PT115_2002: Tâmega,Small regions (TL3) - intermediate,5472.97,5764.76,5831.11,5878.33,6512.94,7284.18,7811.34,8068.28,8235.61,8543.57,8627.06,8598.18,8667.79,..
    PT116_2002: Entre Douro e Vouga,Small regions (TL3) - predominantly urban,4420.91,4728.17,4537.52,4597.34,4968.36,5314.22,5683.45,5780.88,5667.8,5994.74,6122.07,6150.23,6191.76,..
    PT117_2002: Douro,Small regions (TL3) - predominantly rural remote,2467.09,2512.37,2598.54,2619.27,2950.33,3238.42,3346.42,3579.74,3731.69,3873.09,3899.53,3808.49,3916.13,..
    PT118_2002: Alto Trás-os-Montes,,2506.79,2599.93,2677.97,2814.84,3151.99,3400.19,3561.63,3821.57,3922.77,4053.45,4107.74,3938.3,4138.6,..
    PT150_2002: Algarve,Small regions (TL3) - intermediate,7689.1,8190.98,8673.62,8865,9849.05,10823.5,11595.8,12085.5,11760.4,11927.8,11856.8,12057.7,12281.6,..
    PT161_2002: Baixo Vouga,,6948.97,7330.93,7492.08,7627.31,8256.25,8770.35,9279.94,9374.48,9438.97,9673.22,9664.89,9690.65,9812.4,..
    PT162_2002: Baixo Mondego,,6196.09,6355.07,6588.55,6745.84,7264.04,7713.56,8062.93,8311.65,8467.75,8809.37,8667.41,8618.41,8786.66,..
    PT163_2002: Pinhal Litoral,,4938.44,5143.37,5350.27,5480.21,5843.67,6417.88,6809.54,6951.54,6995.92,7091.17,7134.07,7121.31,7173.34,..
    PT164_2002: Pinhal Interior Norte,Small regions (TL3) - predominantly rural close to a city,1534.13,1581.71,1676.57,1709.86,1838.29,2050.09,2153.65,2194.98,2299.34,2324.17,2445.28,2422.66,2472.63,..
    PT165_2002: Dão-Lafões,Small regions (TL3) - predominantly rural remote,3859.44,3935.91,4133.27,4276.04,4664.42,5128.26,5397.01,5519.02,5573.05,5629.27,5613.64,5644.45,5726.45,..
    PT166_2002: Pinhal Interior Sul,,422.52,437.79,473.75,487.53,542.14,627.43,636.55,719.34,723.28,761.01,792.5,758.66,803.26,..
    PT167_2002: Serra da Estrela,,398.42,429.32,463.82,477.75,514.37,557.88,572.89,606.89,612.74,618.62,608.49,610.3,616.46,..
    PT168_2002: Beira Interior Norte,,1395.18,1391.05,1438.28,1436.06,1592.8,1747.72,1797.49,1833,1872.95,1939.71,1919.1,1891.6,1925.8,..
    PT169_2002: Beira Interior Sul,,1249.14,1299.26,1334.73,1343.86,1487.59,1628.28,1692.91,1702.07,1745.03,1870.09,1885.2,1910.14,1949.57,..
    PT16A_2002: Cova da Beira,,1060.57,1095.9,1090.76,1138.51,1281.55,1403.01,1424.65,1466.4,1487.62,1522.02,1572.08,1566.22,1584.45,..
    PT16B_2002: Oeste,Small regions (TL3) - intermediate,5463.05,5685.67,5981.47,6201.03,6661.99,7199.52,7618.86,7657.01,7842.38,7896.48,7770.01,7765.33,7959.62,..
    PT16C_2002: Médio Tejo,Small regions (TL3) - predominantly rural close to a city,3740.34,3831.4,4004.19,4060.91,4240.64,4626.32,4871.1,4848.98,4949.26,5092.92,5047.11,5037.52,5157.54,..
    PT171_2002: Grande Lisboa,Small regions (TL3) - predominantly urban,60144.6,63653.8,66038.7,68647.2,74810.4,79996,84807.8,88248.9,89083.5,91074.5,90664.1,90370.2,91202,..
    PT172_2002: Península de Setúbal,,10571.6,11031,10997,11142,12074.6,13918.3,14576.9,15358.7,15507.9,15938.5,15959.7,15852.7,16158.7,..
    PT181_2002: Alentejo Litoral,Small regions (TL3) - predominantly rural remote,2149.49,2229.92,2424.08,2378.99,2878.73,3232.38,3329.75,3459.59,2959.45,3415.85,3428.23,3634.84,3552.71,..
    PT182_2002: Alto Alentejo,,1790.77,1882.51,2002.81,2053.51,2142.24,2230.01,2303.69,2333.61,2376.72,2389.04,2387.17,2353.54,2408.1,..
    PT183_2002: Alentejo Central,,3207.22,3091.39,3177.26,3205.98,3391.64,3571.03,3673.78,3806.17,3753.79,3901.57,3918.9,3889.41,3948.39,..
    PT184_2002: Baixo Alentejo,,1863.08,1971.48,1990.04,2131.73,2355.59,2868.02,3041.78,2874.27,3098.42,3188.02,3200.65,3203.24,3207.96,..
    PT185_2002: Lezíria do Tejo,Small regions (TL3) - predominantly rural close to a city,4161.44,4428.78,4590,4757.99,4887.99,5287.01,5560.69,5668.44,5723.08,5770.08,5665.29,5720.32,5824.94,..
    PT200_2002: Azores (PT),Small regions (TL3) - intermediate,3780.04,4051.71,4229.72,4326.33,4768.17,5185.71,5460.66,5791.66,5887.31,6067.52,6068.8,6079.42,6207.05,..
    PT300_2002: Madeira (PT),Small regions (TL3) - predominantly urban,4022.49,4589.77,4824.04,5164.5,5728.23,6263.67,6583.71,6914.57,6904.33,7040.54,7101.79,6777.39,6862.56,..
SVK: Slovak Republic,Country,65796,70757.2,74843.8,80669.3,89048.8,101222,115185,127954,124817,131725,135317,139075,143436,..
  SK01: Bratislava Region,Large regions (TL2),16142.3,17805.4,18785.5,20355.3,24250.4,26542,30815.9,33598.3,35000.3,36674.9,37403.1,37904.9,39899,..
    SK010: Bratislava Region,Small regions (TL3) - predominantly urban,16142.3,17805.4,18785.5,20355.3,24250.4,26542,30815.9,33598.3,35000.3,36674.9,37403.1,37904.9,39899,..
  SK02: West Slovakia,Large regions (TL2),21236.4,22429.3,24270.3,26438.7,28981.9,34537.6,38563.6,42119.6,40218,42202.3,44059,45353.3,45810.4,..
    SK021: Trnava Region,Small regions (TL3) - predominantly rural close to a city,6880.34,7236.56,7977.44,8696.85,9843.25,12645,14211.2,15129.6,14234.9,15243.5,15514.4,15977.7,16058.2,..
    SK022: Trencín Region,Small regions (TL3) - intermediate,6974.06,7287.58,7741.34,8371.91,8774.71,10548.6,11819.7,12873.6,12256.9,12881.6,13130.5,13482.7,13781.7,..
    SK023: Nitra Region,Small regions (TL3) - predominantly rural close to a city,7382.03,7905.17,8554,9369.95,10366.2,11346.2,12532.6,14116.5,13728.2,14077.2,15414.1,15891,15970.5,..
  SK03: Central Slovakia,Large regions (TL2),13821.3,14959.1,15594.5,16551.2,17268.7,19678.2,22811.5,25986.8,24881.7,26747.1,26506,27348.8,28358.7,..
    SK031: Žilina Region,Small regions (TL3) - intermediate,7004.39,7454.06,7718.98,8420.65,9449.34,10564.2,12429.9,14321.1,13863.2,14988.7,14881.8,15289.9,15689.8,..
    SK032: Banská Bystrica Region,Small regions (TL3) - predominantly rural close to a city,6816.94,7507.76,7873.06,8130.52,7819.36,9113.94,10379.5,11665.7,11018.5,11758.5,11624.2,12058.9,12668.8,..
  SK04: East Slovakia,Large regions (TL2),14595.9,15563.3,16191,17324.1,18547.8,20464.6,22994.3,26251.7,24717.3,26100.3,27348.8,28468.2,29368.3,..
    SK041: Prešov Region,Small regions (TL3) - predominantly rural close to a city,5901.77,6455.17,6700.05,7148.73,7771.82,8216.13,9391.26,11149.4,10715.3,11084.2,11925.1,12478.9,12910.5,..
    SK042: Košice Region,Small regions (TL3) - intermediate,8696.91,9110.82,9490.91,10175.3,10778.2,12248.5,13603.1,15100.3,14000.1,15016.1,15423.7,15989.3,16455.8,..
SVN: Slovenia,Country,37435,40146.3,41797.7,45323.7,47786.2,51948.1,55863.5,59826.9,56121.4,56467.1,58488.8,58526.2,59447.5,..
  SI01: Eastern Slovenia,Large regions (TL2),17020.3,18269.5,18627.2,20178.9,21234.5,22896.9,24560.4,26291.6,24389.2,24573,25646.3,25639.9,25972.1,..
    SI011: Mura,Small regions (TL3) - predominantly rural close to a city,1656.94,1717.97,1757.53,1885.7,1946.76,2050.86,2164.43,2257.44,2121.27,2118.69,2247.98,2295.14,2360.2,..
    SI012: Drava,,4933.8,5351.03,5450.56,5936.52,6255.44,6832.37,7380.03,7929.41,7364.72,7342.91,7626.01,7613.64,7680.93,..
    SI013: Carinthia,Small regions (TL3) - predominantly rural remote,1172.26,1217.96,1233.13,1317.05,1402.45,1473.13,1571.67,1653.67,1485.05,1487.29,1581.68,1620.58,1643.09,..
    SI014: Savinja,Small regions (TL3) - intermediate,4238.17,4620.25,4733.88,5124.39,5436.53,5813.53,6239.01,6778.62,6298.65,6437.13,6758.23,6740.77,6786.2,..
    SI015: Central Sava,,647.32,671.48,678.54,723.89,756.8,785.12,826.36,881.22,814.68,824.71,837.64,796.47,782.9,..
    SI016: Lower Sava,Small regions (TL3) - predominantly rural close to a city,1132,1232.39,1207.7,1303.98,1400.81,1484.65,1600.28,1719.88,1620.05,1621.36,1713.35,1727.86,1750,..
    SI017: Southeast Slovenia,,2505.55,2677.92,2772.95,3039.34,3159.6,3514.12,3758.35,3983.62,3663.74,3727.58,3847.11,3819.82,3911.19,..
    SI018: Inner-Karst,,732.66,778.86,791.36,849.71,877.76,943.13,1020.24,1089.31,1022.62,1014.91,1034.36,1025.66,1057.57,..
  SI02: Western Slovenia,Large regions (TL2),20416.3,21876.9,23170.4,25144.8,26553.3,29051.2,31301.5,33536.8,31732.2,31892.5,32844,32886.2,33475.4,..
    SI021: Central Slovenia,Small regions (TL3) - intermediate,12825.6,13742.2,14765.8,16069.3,17086,18836.3,20249,21712.1,20837.2,20879.8,21551.8,21742.1,22171.1,..
    SI022: Upper Carniola,,3328.38,3565.75,3689.85,4018.14,4164.85,4453.96,4780.17,5069.78,4554.45,4630.24,4805.32,4832.48,5018.1,..
    SI023: Goriska,Small regions (TL3) - predominantly rural close to a city,2201.21,2341.38,2386.8,2544.22,2674.13,2867.26,3144.93,3346.75,3078.72,3069.68,3128.46,3093.24,3106.91,..
    SI024: Coastal-Karst,Small regions (TL3) - intermediate,2061.12,2227.59,2328.01,2513.17,2628.37,2893.6,3127.45,3408.23,3261.83,3314.44,3356.9,3216.78,3180.93,..
ESP: Spain,Country,946080,1021660,1068810,1135070,1216570,1370980,1483740,1550010,1521040,1506790,1527270,1532740,1542770,..
  ES11: Galicia,Large regions (TL2),48645.1,52428.5,54839,58440,62915.8,70957,77198.6,81352.1,79981,79492.5,79723.9,79482.8,80536.5,..
    ES111: La Corunna,Small regions (TL3) - intermediate,20096.5,22149.6,23194.6,24764,26757,30040.2,33027.7,34952.8,35086.5,35038.1,34987.4,34642,..,..
    ES112: Lugo,Small regions (TL3) - predominantly rural close to a city,6346.36,6614.84,6852.76,7196.49,7965.82,8862.66,9343.32,9611.14,9342.43,9468.01,9606.98,9646.83,..,..
    ES113: Orense,,5772.11,6325.36,6523.36,6729.73,7165.84,7968.31,8463.83,8955.39,8618.71,8758.47,9044.46,9139.86,..,..
    ES114: Pontevedra,Small regions (TL3) - intermediate,16430.1,17338.7,18268.3,19749.8,21027.2,24085.9,26363.8,27832.8,26933.4,26228,26083.6,26052.7,..,..
  ES12: Asturias,Large regions (TL2),20812.9,22245.7,22973.2,24226.7,26089.3,29515,31902.7,33312.1,32032.4,31879.3,32143.5,31623.5,31317.6,..
    ES120: Asturias,Small regions (TL3) - intermediate,20812.9,22245.7,22973.2,24226.7,26089.3,29515,31902.7,33312.1,32032.4,31879.3,32143.5,31623.5,..,..
  ES13: Cantabria,Large regions (TL2),11636.5,12541.6,12908.6,13623.4,14603,16289,17635.1,18439.8,18057.4,17879.4,18029.3,17963,17879.2,..
    ES130: Cantabria,Small regions (TL3) - intermediate,11636.5,12541.6,12908.6,13623.4,14603,16289,17635.1,18439.8,18057.4,17879.4,18029.3,17963,..,..
  ES21: Basque Country,Large regions (TL2),58954.9,62949.4,65022,68691.5,73488.3,82884,89358.9,94008.2,91534.3,91558.9,92998.7,93348,93542.7,..
    ES211: Álava,Small regions (TL3) - predominantly urban,7910.26,8694.96,9074.47,9713.03,10541.2,12110.7,13311.5,14135.4,13448.5,15162.5,15632.8,15566.2,..,..
    ES212: Guipuscoa,,20044.1,21103.5,21480.7,22778.7,24171,27748.6,30010,30833.1,29780.5,30086.6,30825.3,31258.8,..,..
    ES213: Biscay,,29324,31406.1,32781.8,34495.9,37004.7,40989,43940.6,46840.6,46362.7,46309.9,46540.5,46522.9,..,..
  ES22: Navarra,Large regions (TL2),16102.3,17372.5,18072.6,19124.7,20440.3,22872.1,24654.3,26021.7,25662.3,25450.2,26035.3,25834.8,26035.8,..
    ES220: Navarre,Small regions (TL3) - intermediate,16102.3,17372.5,18072.6,19124.7,20440.3,22872.1,24654.3,26021.7,25662.3,25450.2,26035.3,25834.8,..,..
  ES23: La Rioja,Large regions (TL2),7066.58,7545.69,7973.44,8379.07,8961.83,10092.2,10931.7,11491,11206.6,11171.5,11291.7,11269.4,11373.9,..
    ES230: La Rioja (ES),Small regions (TL3) - intermediate,7066.58,7545.69,7973.44,8379.07,8961.83,10092.2,10931.7,11491,11206.6,11171.5,11291.7,11269.4,..,..
  ES24: Aragon,Large regions (TL2),29154.9,31921.2,33373,35314.9,37791.3,42717.8,46988.5,49456.4,48121.9,47961.8,48479.6,47945.1,48466,..
    ES241: Huesca,Small regions (TL3) - predominantly rural close to a city,5001.32,5448.77,5705.29,5950.61,6219.39,7003.22,7874.57,8521.02,8171.87,8239.9,8362.61,8213.09,..,..
    ES242: Teruel,Small regions (TL3) - predominantly rural remote,3222.31,3479.96,3532.63,3706.35,4045.83,4546.38,4948.31,5273.19,5026.58,4943.1,4968.98,4985.38,..,..
    ES243: Saragossa,Small regions (TL3) - predominantly urban,20931.3,22992.5,24135.1,25657.9,27526.1,31168.2,34165.7,35662.2,34923.5,34778.8,35147.9,34745.1,..,..
  ES30: Madrid,Large regions (TL2),168243,182110,190485,202678,217200,246617,267057,280554,281265,275938,282804,288565,288223,..
    ES300: Madrid,Small regions (TL3) - predominantly urban,168243,182110,190485,202678,217200,246617,267057,280554,281265,275938,282804,288565,..,..
  ES41: Castile and León,Large regions (TL2),51354.1,55065.5,57160.3,60233.4,63885.9,70928.4,76646.7,79280.2,78175.3,77447.5,78696.9,78654.8,78849.9,..
    ES411: Ávila,Small regions (TL3) - predominantly rural remote,2905.49,3032.97,3111.19,3350.56,3470.31,3926.96,4390.34,4565.46,4518.74,4410.6,4498.79,4545.24,..,..
    ES412: Burgos,Small regions (TL3) - intermediate,8730.96,9316.34,9789.75,10396.1,11083.2,12175.4,13259.6,14064.3,13548.5,13488.3,13891.3,14071.5,..,..
    ES413: León,,9494.65,10010.4,10244.5,10653.5,11621,12965.8,13890.1,14344.6,14451.2,14115.6,14181.1,14269,..,..
    ES414: Palencia,,3997.24,4410.35,4563.32,4740.46,4969.09,5359.88,5906.05,6051.87,5921.29,5736.29,5923.57,5779.96,..,..
    ES415: Salamanca,,6585.82,7038.08,7449.78,7791.48,8073.85,8921.19,9472.05,9804.13,9974.49,9380.19,9533.12,9491.4,..,..
    ES416: Segovia,Small regions (TL3) - predominantly rural close to a city,3283.12,3600.91,3750.53,3920.03,4229.75,4713.24,5069.1,5084.03,4899,4885.95,4878.07,4770.39,..,..
    ES417: Soria,Small regions (TL3) - predominantly rural remote,2100.64,2292.13,2386.17,2530.96,2541.48,2799.03,3016.52,3125.15,3002.8,3080.73,3153.56,3051.95,..,..
    ES418: Valladolid,Small regions (TL3) - intermediate,11069.3,11928.1,12259.7,13008.4,13997.3,15598.8,16850.7,17302.9,16963.9,17434.7,17550.5,17530.2,..,..
    ES419: Zamora,Small regions (TL3) - predominantly rural remote,3186.83,3436.31,3605.3,3841.8,3899.94,4468.19,4792.32,4937.76,4895.37,4915.22,5086.89,5145.17,..,..
  ES42: Castile-La Mancha,Large regions (TL2),31895,34655.1,36743.8,39065,42469,48195.1,53137.3,56085.8,55273,54686.4,55496.9,55424.6,56003.6,..
    ES421: Albacete,Small regions (TL3) - intermediate,6231.84,6879.23,7024.11,7447.19,8029.52,9007.44,9589.59,10287.9,10569.1,10365.7,10442.3,10511.1,..,..
    ES422: Ciudad Real,,8765.45,9520.79,10180.7,10811,11194.9,12576.9,13792.3,14361.8,13930.2,14037.5,14308.9,14353.3,..,..
    ES423: Cuenca,Small regions (TL3) - predominantly rural remote,3497.39,3719.47,3902.48,4276.27,4560.29,5170.7,5714.08,5837.82,5748.27,5804.59,5991.76,5947.01,..,..
    ES424: Guadalajara,Small regions (TL3) - intermediate,3565.52,3975.11,4246.92,4550.5,5147.73,5815.63,6546.02,7079.16,6983.2,7073.13,7329.89,7388.01,..,..
    ES425: Toledo,Small regions (TL3) - predominantly rural close to a city,9834.76,10560.5,11389.6,11980,13536.6,15624.4,17495.4,18519,18042.3,17404,17424.1,17225.1,..,..
  ES43: Extremadura,Large regions (TL2),15531.6,16686.7,17419.5,18430.3,19891.2,22076.4,23999.5,25210.8,25060.4,25129.5,25127.6,24719.2,25031.5,..
    ES431: Badajoz,Small regions (TL3) - intermediate,9603.51,10294.1,10771.9,11170.2,12396.1,13677.1,14982.7,15957.4,15845.3,15665.7,15749.3,15370.1,..,..
    ES432: Cáceres,Small regions (TL3) - predominantly rural remote,5928.08,6392.56,6647.58,7260.09,7495.1,8399.29,9016.79,9253.35,9215.14,9463.83,9378.28,9347.59,..,..
  ES51: Catalonia,Large regions (TL2),178945,192869,201766,214406,228827,258227,279234,290233,284785,283433,285434,288013,290149,..
    ES511: Barcelona,Small regions (TL3) - predominantly urban,134675,143631,150007,158559,170629,191238,206500,214177,209395,208119,209615,211614,..,..
    ES512: Gerona,Small regions (TL3) - intermediate,16211.3,18013,19000.9,20495.4,22074.2,25794.1,27689.8,28655.1,28296.8,28194.9,28286.8,28539.5,..,..
    ES513: Lérida,Small regions (TL3) - predominantly rural close to a city,10169.1,11131,11769.8,12289.8,12560.5,14567.6,15851.6,16747.7,16792.3,16598.3,16797.7,17136.5,..,..
    ES514: Tarragona,Small regions (TL3) - intermediate,17889.3,20093.7,20988.7,23062.1,23562.6,26627.5,29191.8,30653.1,30300.4,30521.5,30734.4,30722.8,..,..
  ES52: Valencia,Large regions (TL2),92405.1,99873.3,104080,110547,118360,133813,144410,150679,144883,142646,143772,142506,143911,..
    ES521: Alicante,Small regions (TL3) - predominantly urban,29625.4,32214.6,34128,37018.9,40129.9,45189.3,48389.6,50308.8,48386.7,47337.3,46958.2,46685.6,..,..
    ES522: Castellón,Small regions (TL3) - intermediate,12771.3,13508.1,13834.5,14319.7,15853.6,18045.2,18751.5,19649.7,18596.7,18455.1,19114.5,18685,..,..
    ES523: Valencia,Small regions (TL3) - predominantly urban,50008.5,54150.6,56117.8,59208.8,62376.7,70578.5,77268.9,80720.1,77899.8,76853.7,77699.7,77135.4,..,..
  ES53: Balearic Islands,Large regions (TL2),24060.2,25606.8,26196.3,27650,29549.8,33228.2,35892.1,37762.7,36866.1,36515.7,37229,38009.2,38653.7,..
    ES531: Eivissa Y Formentera,Small regions (TL3) - intermediate,2297.3,2490.29,2595.71,2725.06,2933.81,3337.8,3623.42,3864.71,3843.85,3977.07,4228.89,4516.18,..,..
    ES532: Mallorca,,20015.3,21243.2,21633.2,22850.9,24413.3,27446.3,29686.2,31227.8,30437.7,29989,30451.7,30959.6,..,..
    ES533: Menorca,,1747.63,1873.3,1967.42,2074.01,2202.68,2444.05,2582.51,2670.17,2584.47,2548.22,2546.99,2533.36,..,..
  ES61: Andalusia,Large regions (TL2),126445,137562,146047,156439,168630,189150,204061,211264,206250,203697,206522,205717,207747,..
    ES611: Almería,Small regions (TL3) - intermediate,11487.4,12682.9,13290.2,14006.8,15302.3,17104.4,18732.4,19378.6,18307.6,17705.1,16939.7,17300.7,..,..
    ES612: Cádiz,Small regions (TL3) - predominantly urban,19112.5,20583.8,21365.7,23170.9,24715.8,27719.9,29511.9,30201,29041.9,29240.4,29845.2,29607.2,..,..
    ES613: Cordoba (ES),Small regions (TL3) - intermediate,11887.3,12685.8,13561.9,14580.2,15385.5,17486.8,19010.8,19547.9,19151.7,18774.3,18946.9,18545.5,..,..
    ES614: Granada,,12632.8,13977.3,14784.3,15670.8,16668.5,19478,21084,21969,21376.7,20957.3,21403,21707.9,..,..
    ES615: Huelva,,8308.04,8873.39,9347.92,10129.7,10938.2,11918.5,12608.2,13156.6,12351.2,12540.4,13351.5,13506.4,..,..
    ES616: Jaén,,10028.2,10546.8,11791.5,12154,12408.7,13836.6,15080,15511,15459.7,15274,15594.5,14399.8,..,..
    ES617: Málaga,Small regions (TL3) - predominantly urban,21704.1,23582.9,25338.2,28014,31387.4,35108.4,37436.5,39301,39054.2,38746.1,38993.3,38657,..,..
    ES618: Seville,,31284.8,34629.4,36567,38712.8,41823.6,46497.6,50597.5,52198.3,51507.1,50458.4,51447,51992.1,..,..
  ES62: Murcia,Large regions (TL2),23108,25358.6,26925.3,28669.9,31202.3,35277.9,38424.9,40460.8,39183.5,39009.5,38947.8,39213.4,39518.3,..
    ES620: Murcia,Small regions (TL3) - predominantly urban,23108,25358.6,26925.3,28669.9,31202.3,35277.9,38424.9,40460.8,39183.5,39009.5,38947.8,39213.4,..,..
  ES63: Ceuta,Large regions (TL2),1424.14,1513.5,1578.99,1653.68,1738.76,1942.28,2088.04,2184.33,2206.07,2215.06,2255.79,2248.65,2290.96,..
    ES630: Ceuta (ES),Small regions (TL3) - predominantly urban,1424.14,1513.5,1578.99,1653.68,1738.76,1942.28,2088.04,2184.33,2206.07,2215.06,2255.79,2248.65,..,..
  ES64: Melilla,Large regions (TL2),1290.24,1356.7,1414.04,1492.92,1580.58,1762.74,1868.39,1959.37,1983.35,1983.65,2034.19,2029.31,2068.92,..
    ES640: Melilla (ES),Small regions (TL3) - predominantly urban,1290.24,1356.7,1414.04,1492.92,1580.58,1762.74,1868.39,1959.37,1983.35,1983.65,2034.19,2029.31,..,..
  ES70: Canary Islands,Large regions (TL2),38244.7,41240.8,43144.9,45202.7,48068.3,53382.7,57185.8,59131.1,57364.9,57500.9,58670.4,58935.6,59872.3,..
    ES703: El Hierro,Small regions (TL3) - predominantly rural remote,126.58,144.96,161.97,170.02,203.14,223.7,235.77,262.46,274.11,277.4,265.64,245.49,..,..
    ES704: Fuerteventura,Small regions (TL3) - intermediate,1868.01,2080.8,2234.76,2396.57,2469.85,2785.77,2936.02,2985.24,2809.15,2818.66,2947.58,2916.85,..,..
    ES705: Gran Canaria,Small regions (TL3) - predominantly urban,15930.3,16994.5,17719.4,18371.6,19169.6,21414.5,22861.3,23752.9,23222.3,22701.2,23079.2,23191,..,..
    ES706: La Gomera,Small regions (TL3) - predominantly rural remote,317.08,365.34,388.6,409.44,467.05,525.14,553.02,594.28,599.32,577.11,575.31,565.07,..,..
    ES707: La Palma,Small regions (TL3) - intermediate,1201.16,1311.43,1416.9,1532.94,1714.89,1926.09,2018.49,2203.74,2206.76,2213.66,2206.07,2115.01,..,..
