Region,Territory Level and Typology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
    FI1D6: North Ostrobothnia,Small regions (TL3) - predominantly rural close to a city,8585.82,9868.85,10406.4,11306.8,11614.4,11983.2,13296.3,14143,12754,13230.6,13678.4,13820.3,..,..
    FI1D7: Lapland,Small regions (TL3) - predominantly rural remote,4225.16,4321.92,4366.32,4778.96,4771.64,5569.75,5532.84,5857.49,5487.85,5773.31,6053.7,6304.36,..,..
  FI20: Åland,Large regions (TL2),946.51,973.83,981.08,1047.29,1072.42,1132.28,1167.38,1183.48,1272.3,1260.27,1314.3,1413.2,1408.47,..
    FI200: Åland,Small regions (TL3) - predominantly rural remote,946.51,973.83,981.08,1047.29,1072.42,1132.28,1167.38,1183.48,1272.3,1260.27,1314.3,1413.2,..,..
FRA: France,Country,1627420,1702910,1688030,1757080,1850340,1978210,2098400,2177670,2166750,2244410,2348510,2359010,2381320,..
  FR10: Ile-de-France,Large regions (TL2),474031,498991,491814,507209,538316,571696,618964,675062,666282,711114,728658,730253,739180,..
    FR101: Paris,Small regions (TL3) - predominantly urban,168259,172437,167268,169952,179784,187052,202628,212713,208144,230233,232059,232537,..,..
    FR102: Seine-et-Marne,Small regions (TL3) - intermediate,27466.4,30335.8,30364.7,31807.6,33070.4,35988.4,38862,42175.7,42221.8,42134.9,45981.7,46699.7,..,..
    FR103: Yvelines,Small regions (TL3) - predominantly urban,42427.2,44082.1,43179.7,43971.1,46752.3,49476.4,53442.1,59708.3,57690.8,60366.4,62643.3,62664.3,..,..
    FR104: Essonne,,31667.6,33553.6,33952.6,34811,35445.5,38558.8,41729,50785.6,49586.3,49877.1,49596.4,49686.7,..,..
    FR105: Hauts-de-Seine,,104266,111376,109388,113877,123772,130997,142087,155872,154094,166715,171676,172289,..,..
    FR106: Seine-Saint-Denis,,37369.8,40147.2,39938.8,41931.9,44958.8,48805.9,52493.5,56912,56047.2,60320.9,61305,62149.9,..,..
    FR107: Val-de-Marne,,35408.1,37933.8,38761,40120.6,41809.4,46126.9,49933.4,56565.2,59440.2,61340.9,63093.4,62321,..,..
    FR108: Val-d'Oise,,27165.8,29124.7,28961.6,30738,32723.8,34689.4,37789.1,40330.3,39056.5,40125.3,42303.1,41905.9,..,..
  FR21: Champagne-Ardenne,Large regions (TL2),34019.3,35112.8,34172.6,36517,37506.5,39503.1,41965.3,42014.7,40651.3,41274.8,44716.8,43653.1,44415.1,..
    FR211: Ardennes,Small regions (TL3) - predominantly rural close to a city,6156.41,6227.83,6040.69,6315.33,6448.37,6880.9,7212.22,7140.92,7025.35,6980.08,7563.34,7239.38,..,..
    FR212: Aube,,7049.59,7421.24,7305,7763.79,7998.19,8404.94,8904.4,9029.3,8918.76,8897.53,9651.37,9374.4,..,..
    FR213: Marne,Small regions (TL3) - intermediate,16446.5,17017.1,16538.5,18024.3,18563.2,19513.3,20890.8,20707.5,19643.8,20448.9,22158.2,21899.8,..,..
    FR214: Haute-Marne,Small regions (TL3) - predominantly rural remote,4365.69,4446.56,4287.32,4413.5,4495.66,4704.02,4958.96,5138.06,5063.41,4949.43,5343.84,5139.51,..,..
  FR22: Picardy,Large regions (TL2),42268.2,43889.8,43567.3,44389.3,46271.4,48559.8,51537.1,51801.2,51199.8,52478.4,54923.6,55072.3,55536.2,..
    FR221: Aisne,Small regions (TL3) - predominantly rural close to a city,11151.7,11461.2,10963.4,11311,11952.3,12545.9,13356,13135.9,12980.9,13319.5,13860.6,13919.8,..,..
    FR222: Oise,Small regions (TL3) - intermediate,18009.6,18863.6,19018,19308.9,20056.7,21120.4,22364.6,22430.4,22042.5,22710.6,23854.3,23778.2,..,..
    FR223: Somme,Small regions (TL3) - predominantly rural close to a city,13106.9,13565.1,13584.9,13769.4,14261.4,14893.5,15815.4,16233.7,16176.4,16448.3,17208.8,17374.3,..,..
  FR23: Upper Normandy,Large regions (TL2),44571.9,46255.7,45977.4,47537.4,49577.9,52519,56032.4,55983.7,55243.3,57152.4,60003.4,60637.1,60346.2,..
    FR231: Eure,Small regions (TL3) - predominantly rural close to a city,12011.1,12646.8,12469,12818,13283.4,14060,14955.3,14890.5,14745.3,15277.8,16005.5,16046.6,..,..
    FR232: Seine-Maritime,Small regions (TL3) - intermediate,32560.8,33608.8,33508.4,34719.4,36294.6,38459,41077.2,41094.3,40499.2,41873.5,43997.9,44591.7,..,..
  FR24: Centre-Val de Loire,Large regions (TL2),60959.6,63349.1,62698.5,65164.8,67749.1,72022.3,75722.7,74856.1,75017.3,76582.5,80272.6,80706.6,80748.8,..
    FR241: Cher,Small regions (TL3) - predominantly rural close to a city,7095.34,7554.95,7242,7552.01,7761.01,8283.02,8757.7,8408.15,8365.84,8430.71,8715.72,8786.16,..,..
    FR242: Eure-et-Loir,,9577.73,9864.42,9495.11,9709.26,10109,10651.7,11238.3,11426.6,11311.7,11581.7,12361.2,12415.2,..,..
    FR243: Indre,,4842.78,5022.27,4996.36,5187.21,5329.6,5633.96,5957.92,5924.7,5907.89,5859.72,6183.56,6282.02,..,..
    FR244: Indre-et-Loire,Small regions (TL3) - intermediate,13886.8,14475.6,14339.8,14996.5,15767.9,16926.3,17749.5,17864.8,18094.2,18450.9,19332.3,19440.2,..,..
    FR245: Loir-et-Cher,Small regions (TL3) - predominantly rural close to a city,7262,7468.76,7448.09,7747.83,8078.33,8594.48,9044.39,8879.68,9124.36,9170.62,9630.05,9729.45,..,..
    FR246: Loiret,Small regions (TL3) - intermediate,18292.8,18963.1,19176,19973,20704.3,21931.8,22976.1,22354.5,22213.3,23088.8,24049.7,24054.7,..,..
  FR25: Lower Normandy,Large regions (TL2),32630.5,34204.4,34238.8,35805,37174,39614,41418.8,41823.1,41624.8,42602.9,44870.8,45258.4,45534.5,..
    FR251: Calvados,Small regions (TL3) - intermediate,15769,16834.8,16841.8,17513.5,18265.3,19584.2,20480.9,21088.4,21165.5,22627.8,23821.1,23808.6,..,..
    FR252: Manche,Small regions (TL3) - predominantly rural close to a city,10464.4,10812.5,10932.4,11536.6,11935,12704.4,13278.8,13081.5,12833.4,12634.4,13302.8,13686.6,..,..
    FR253: Orne,,6398.23,6558.23,6465.69,6754.87,6973.64,7325.37,7659.06,7653.25,7625.9,7339.53,7745.73,7763.17,..,..
  FR26: Burgundy,Large regions (TL2),38991.7,40487.5,39803.2,41645.7,43028.8,45822.1,48910.9,49508.1,48721,48642.3,51247.4,51338.9,51473.2,..
    FR261: Côte-d'Or,Small regions (TL3) - intermediate,15013.1,14945.3,14695.4,15484,16201.1,17236.6,18364.3,18731.9,18565.8,18738,19678.2,19879.6,..,..
    FR262: Nièvre,Small regions (TL3) - predominantly rural close to a city,4655.43,4885.24,4697.37,4788.12,4868.23,5205.01,5565.95,5586.92,5535.02,5473.43,5714.55,5700.81,..,..
    FR263: Saône-et-Loire,,11779.1,12631.4,12675.1,13275.6,13539,14501.1,15481.6,15814.3,15372.6,15292.9,16160.6,16133.3,..,..
    FR264: Yonne,Small regions (TL3) - predominantly rural remote,7544.11,8024.58,7735.33,8097.97,8420.57,8879.34,9497.96,9376.14,9247.49,9139.11,9694.01,9625.16,..,..
  FR30: Nord-Pas-de-Calais,Large regions (TL2),86468.6,90916.8,90569.8,93694.5,98274.3,105588,111486,115545,114938,116562,122865,122547,124076,..
    FR301: Nord (FR),Small regions (TL3) - predominantly urban,58762.6,61950.1,62229.7,64377.2,67544.4,72638.5,76700.4,79800.4,79386,80521.3,85102.4,84846.5,..,..
    FR302: Pas-de-Calais,Small regions (TL3) - intermediate,27706,28966.7,28340.1,29317.2,30729.9,32950.3,34785.5,35743.2,35551.9,36040.6,37763.4,37701.5,..,..
  FR41: Lorraine,Large regions (TL2),53004.8,55053.8,54498.6,56800.7,58861.7,62332.7,65085.8,64734.2,64279.4,64255,66926,66286.4,66448.8,..
    FR411: Meurthe-et-Moselle,Small regions (TL3) - intermediate,17145.8,17679,17638.3,18380.9,19040.8,20431,21274.9,22115.3,22389.8,22114.3,22662.8,22574.7,..,..
    FR412: Meuse,Small regions (TL3) - predominantly rural close to a city,3896.23,4077.48,3995.81,4147.43,4353.79,4558.82,4824.57,4411.5,4263.07,4356.57,4578.75,4591.11,..,..
    FR413: Moselle,Small regions (TL3) - intermediate,22995,23989.8,23820,25004.8,26145.5,27683.2,28863.4,28187.4,27729.7,28003.2,29347.3,28918.8,..,..
    FR414: Vosges,Small regions (TL3) - predominantly rural close to a city,8966.67,9306.39,9043.42,9267.6,9320.57,9659.65,10122.9,10020,9897.99,9782.15,10337.1,10200.5,..,..
  FR42: Alsace,Large regions (TL2),47914.8,49652.5,48954.5,50396,51981.2,55348.7,59029.3,61079.8,60980.5,61043.3,64393.8,64382.2,65026.2,..
    FR421: Bas-Rhin,Small regions (TL3) - intermediate,29424.9,30441.9,30504.6,31703.3,32435.7,34609.6,36906.6,38887.4,38928.7,39191.6,41238.3,41166.5,..,..
    FR422: Haut-Rhin,,18489.9,19211.7,18449.9,18692.7,19545.5,20740.3,22122.7,22192.4,22051.8,21850.5,23155.5,23216.9,..,..
  FR43: Franche-Comté,Large regions (TL2),27372.7,28392.1,27919.4,28778.7,29675.1,31211.2,32791,33047.7,32671.1,33074,34637.9,33643.6,33845.6,..
    FR431: Doubs,Small regions (TL3) - intermediate,13423.9,13856.8,13688.5,14063.2,14544,15201.6,15927.4,15579.7,15368,15835.6,16775.3,16388.8,..,..
    FR432: Jura,Small regions (TL3) - predominantly rural close to a city,5890.64,6090.81,5986.23,6259.99,6442.96,6699.13,7075.59,7011.71,6923.13,6886.72,7345.42,7263.99,..,..
    FR433: Haute-Saône,,4411.44,4769.22,4616.21,4702.98,4914.8,5201.69,5486.44,5416.9,5305.02,5361.39,5525.05,5305.91,..,..
    FR434: Territoire de Belfort,Small regions (TL3) - intermediate,3646.79,3675.26,3629.54,3753.65,3773.28,4107.7,4301.57,5040.58,5073.87,4990.27,4992.09,4686.03,..,..
  FR51: Pays de la Loire,Large regions (TL2),82741.2,86901.2,86812.1,90037.6,94955.9,101129,107278,111231,110677,112765,120701,122344,123765,..
    FR511: Loire-Atlantique,Small regions (TL3) - predominantly urban,31956.3,33314.9,33540.4,35001.5,37183.7,39995.3,42346,44551.4,44697.2,45302.3,48825.3,50023,..,..
    FR512: Maine-et-Loire,Small regions (TL3) - intermediate,17244.9,18006.1,17920.3,18492.6,19404.7,20394.4,21638.9,22030.3,21838.1,22481.9,24164.5,24278.5,..,..
    FR513: Mayenne,Small regions (TL3) - predominantly rural close to a city,7057.22,7558.26,7464.11,7738.25,7892.05,8322.92,8831.61,9147.18,8720.13,9301.33,9875.22,9843.12,..,..
    FR514: Sarthe,,13136.3,13961.8,13803.8,14387.8,14928.5,15596.2,16554.5,17346.8,17384.5,17454.3,18238,18387.9,..,..
    FR515: Vendée,,13347.6,14060.1,14083.6,14416.5,15548,16819.9,17906.2,18156.1,18038.5,18224.5,19597.7,19811.6,..,..
  FR52: Brittany,Large regions (TL2),70950.2,74103,74098.6,79035.3,83795.3,89644.6,93770.1,93793.2,93306.6,94802.3,100622,101343,101739,..
    FR521: Côtes-d'Armor,Small regions (TL3) - predominantly rural close to a city,11657.1,12045.7,12140.1,12914.8,13527.1,14566.5,15249.8,15498.1,15228.6,15338.4,16023.2,16143.9,..,..
    FR522: Finistère,,20665.2,21412.9,21294.6,22685.8,23730.3,25433.2,26582.2,25494.2,25350.7,25686.6,27222.6,26978.3,..,..
    FR523: Ille-et-Vilaine,Small regions (TL3) - intermediate,23705.2,24965.5,25222,27059.9,29185.5,31070.5,32449.4,33615.6,33684.1,34507.1,36773.3,37239.8,..,..
    FR524: Morbihan,Small regions (TL3) - predominantly rural close to a city,14922.7,15679,15441.8,16373.7,17352.3,18574.5,19488.7,19186.4,19042.1,19271.4,20603.2,20979.9,..,..
  FR53: Poitou-Charentes,Large regions (TL2),38069.1,40229,40147.1,41863.8,43606.1,46414,49345.5,48965.2,49207.7,50619.3,53561.6,54537.9,54560.8,..
    FR531: Charente,Small regions (TL3) - predominantly rural close to a city,8412.24,8833.44,8946.25,9104.76,9295.66,9733.91,10411.8,10197.9,9994.4,10174.3,10844,11201.2,..,..
    FR532: Charente-Maritime,,12019.8,12693.2,12489.3,13092.5,13808.7,14901.2,15872.5,15899.3,15853.5,16724.9,17544,17810.2,..,..
    FR533: Deux-Sèvres,,8266.28,8893.11,8810.63,9364.44,9736.46,10403.4,11050.2,10553.8,10840,11077.6,11765.5,11920.7,..,..
    FR534: Vienne,,9369.69,9810.27,9899.82,10302.1,10766.4,11375.4,12011,12314.1,12520.9,12642.6,13408.2,13604.6,..,..
  FR61: Aquitaine,Large regions (TL2),74518.5,78621.4,77773,80449.7,85255.2,92257.1,97107.4,97542.7,99317.9,102340,108693,109386,109967,..
    FR611: Dordogne,Small regions (TL3) - predominantly rural close to a city,7487.47,7999.16,7818.62,8178.86,8497.47,9123.18,9630.1,9814.8,9959.55,10023.7,10505.3,10484.1,..,..
    FR612: Gironde,Small regions (TL3) - predominantly urban,37232.6,38628.9,38395.8,39889.6,42157,45782.2,48084.4,48512.9,50002.2,51973.1,55104.8,55889,..,..
    FR613: Landes,Small regions (TL3) - predominantly rural close to a city,7807.71,8422.38,8247.89,8529,9090.97,9728.37,10303.2,9823.87,9989.75,10114.8,10934,11094.6,..,..
    FR614: Lot-et-Garonne,Small regions (TL3) - predominantly rural remote,6727.18,6842.22,6933.4,7113.53,7466.42,7916.14,8334.37,8354.88,8459.93,8454.05,9181.18,9021.69,..,..
    FR615: Pyrénées-Atlantiques,Small regions (TL3) - intermediate,15263.6,16729.8,16378.3,16737.7,18042.2,19708.3,20754.2,21037.4,20905.3,21774.7,22966,22895.8,..,..
  FR62: Midi-Pyrénées,Large regions (TL2),64300.3,67814.4,67534.7,70742.6,75959.5,83523,85861.3,88311.7,89807.9,90275.4,96012.7,98434.7,99172.6,..
    FR621: Ariège,Small regions (TL3) - predominantly rural remote,2735.09,2811.14,2816.93,2998.03,3210.11,3378.38,3521,3455.98,3409.29,3369.25,3540.06,3570.47,..,..
    FR622: Aveyron,,5704.38,6033.35,5934.98,6302.56,6670.39,7063.79,7321.97,7406.16,7299.49,7259,7597.69,7723.33,..,..
    FR623: Haute-Garonne,Small regions (TL3) - predominantly urban,33274.3,34910.6,34763.1,36057.2,39258.8,44485.4,45204,48260.2,49638.6,50067.3,53716.8,55579.6,..,..
    FR624: Gers,Small regions (TL3) - predominantly rural remote,3431.12,3586.86,3623.13,3807.93,3874,4024.58,4237.74,4174.61,4158.53,4374.07,4537.29,4724.7,..,..
    FR625: Lot,,3326.55,3579.12,3490.72,3672.77,3938.99,4230.74,4396.77,4309.49,4333.93,4370.57,4627.3,4727.04,..,..
    FR626: Hautes-Pyrénées,Small regions (TL3) - predominantly rural close to a city,4722.97,5117.3,5080.72,5345.79,5747.65,6193.7,6440.6,6220.54,6228.5,6110.63,6512.81,6444.9,..,..
    FR627: Tarn,,6939.58,7327.31,7288.98,7724.42,8094.58,8636.6,9007.44,8965.82,9095.32,9155.45,9581.49,9689.61,..,..
    FR628: Tarn-et-Garonne,,4165.27,4449.87,4535.06,4833.88,5166.06,5510.93,5732.82,5518.91,5644.21,5569.13,5900.49,5973.84,..,..
  FR63: Limousin,Large regions (TL2),16141.5,17154.2,16946.4,17185.7,18245.8,19416.8,20326.4,19944.7,20031.8,19794.2,20600.8,20601.4,20742.2,..
    FR631: Corrèze,Small regions (TL3) - predominantly rural close to a city,5144.5,5564.83,5578.32,5679.97,6114.8,6571.66,6879.61,6692.06,6733.79,6694.15,6939.18,7036.66,..,..
    FR632: Creuse,Small regions (TL3) - predominantly rural remote,2207.9,2424.39,2340.67,2380.75,2509.38,2687.85,2815.45,2631.94,2685.62,2628.18,2709.82,2661.16,..,..
    FR633: Haute-Vienne,Small regions (TL3) - predominantly rural close to a city,8789.12,9166.05,9027.4,9124.98,9621.65,10157.3,10631.3,10619.6,10612.4,10471.9,10953,10903.6,..,..
  FR71: Rhône-Alpes,Large regions (TL2),160946,166564,165194,175130,184140,199433,209407,218529,216500,223699,237417,238686,242156,..
    FR711: Ain,Small regions (TL3) - predominantly rural close to a city,12725.7,13107.6,12795.8,13574.7,14322,15433.3,16210.7,16607.7,16256.6,16354.9,17423.2,17381.3,..,..
    FR712: Ardèche,,5666.25,5887.49,5845.28,6227,6583.75,6938.54,7297.33,7312.08,7352.92,7485.41,7816.79,7627.25,..,..
    FR713: Drôme,,11048.2,11747.4,11535.7,12461.5,13075.4,14051.1,14757,15426.7,15525.9,15856.6,16986.1,17173.9,..,..
    FR714: Isère,Small regions (TL3) - intermediate,30359.4,31316,31025.7,32786.7,34327.8,37179.9,38990.8,40719.1,40549.1,42029.9,44249,44086.6,..,..
    FR715: Loire,,16155.7,16839.2,16393.3,17280.4,18294.6,19773.7,20811.3,22002,21829.9,21822.5,23207.6,23473.5,..,..
    FR716: Rhône,Small regions (TL3) - predominantly urban,55641.9,57186.4,56890.6,60263.8,63447.3,69330,72611.6,78688.4,78020,81891.4,86167.1,87259.3,..,..
    FR717: Savoie,Small regions (TL3) - predominantly rural close to a city,10915.3,11714.2,11748.2,12421,13230.3,14312.7,15088.5,14787.4,14623.4,14763.1,15988.9,16105.2,..,..
    FR718: Haute-Savoie,Small regions (TL3) - intermediate,18434.4,18765.3,18960.3,20114.6,20859.2,22416.1,23640.2,22987,22344.5,23496.1,25579.9,25579.2,..,..
  FR72: Auvergne,Large regions (TL2),30310.4,31724.8,31444.3,32812.3,34339.7,36405.2,38597.7,38048.7,37857.7,38800.7,41100.9,41180.6,41735,..
    FR721: Allier,Small regions (TL3) - predominantly rural close to a city,7611.64,7931.75,7703.3,8008.57,8242.95,8625.51,9150.78,9040.63,8759.62,8835.68,9290.14,9217.38,..,..
    FR722: Cantal,Small regions (TL3) - predominantly rural remote,2834.22,3018.88,3005.93,3160.86,3265.34,3495.87,3696.82,3633.94,3620.71,3651.68,3889.45,3858.74,..,..
    FR723: Haute-Loire,Small regions (TL3) - predominantly rural close to a city,4106.45,4288.54,4278.78,4493.32,4737.18,5063.14,5368.85,5360.23,5308.51,5273.86,5481.23,5498.09,..,..
    FR724: Puy-de-Dôme,Small regions (TL3) - intermediate,15758.1,16485.6,16456.3,17149.5,18094.2,19219.5,20382.4,20012.7,20168.8,21039.4,22440.1,22607.5,..,..
  FR81: Languedoc-Roussillon,Large regions (TL2),50280.6,52861.4,53783.2,56412.3,59717.3,64604.9,68174.5,70747.3,71811.2,73157.2,77427.7,77663.4,78829.7,..
    FR811: Aude,Small regions (TL3) - predominantly rural close to a city,6116.11,6546.07,6892.82,7247.63,7666.78,8191.02,8656.9,8070.38,8257.81,8240.49,8841.27,8743.97,..,..
    FR812: Gard,Small regions (TL3) - intermediate,13228.9,13975,14001.3,14648.5,15279.4,16559.4,17426.9,17861.4,18009.4,18121.8,19082.5,19163.6,..,..
    FR813: Hérault,,21328.5,22175.3,22424.3,23623.4,25361.3,27482.6,28992.2,31747.6,32433,33524.5,35330.7,35611,..,..
    FR814: Lozère,Small regions (TL3) - predominantly rural remote,1435.63,1569.11,1580.38,1680.47,1758.84,1885.38,2001.28,1965.45,1957.29,1946.63,2088.03,2045.96,..,..
    FR815: Pyrénées-Orientales,Small regions (TL3) - intermediate,8171.52,8595.87,8884.31,9212.25,9650.9,10485.4,11098.3,11102.4,11152.5,11323.8,12086.4,12098.8,..,..
  FR82: Provence-Alpes-Côte d'Azur,Large regions (TL2),117745,122974,123295,130058,138597,149049,155440,157698,159248,166850,173059,175571,178685,..
    FR821: Alpes-de-Haute-Provence,Small regions (TL3) - predominantly rural remote,3090.19,3180.22,3196,3369.45,3602.16,4054.5,4226.54,4055.59,4150.39,4241.03,4438.99,4503.23,..,..
    FR822: Hautes-Alpes,,2969.28,3152.59,3270.75,3390.74,3666.06,3919.28,4101.11,3924.11,3916.91,4011.12,4223.44,4158.72,..,..
    FR823: Alpes-Maritimes,Small regions (TL3) - predominantly urban,28524.1,29681.7,29718.7,31256.3,33110.4,35593.8,37221.3,37709.7,37750.8,39852.2,41282.1,41611.8,..,..
    FR824: Bouches-du-Rhône,,50996.3,52548.7,52650.2,55919.5,59721.6,64220.3,66736.6,69390.5,70269.8,74393.1,76541.8,78382.9,..,..
    FR825: Var,Small regions (TL3) - intermediate,20279.6,21637.2,21859.5,22987,24728.9,26448.5,27703.2,26178.8,26535.6,27439.5,28719.6,29011.4,..,..
    FR826: Vaucluse,,11885.8,12775,12600.4,13134.1,13768.6,14812.6,15452.5,16438.9,16624.8,16913.9,17854.3,17902.8,..,..
  FR83: Corsica,Large regions (TL2),5712,5970.36,6043.9,6336.62,6840.43,7493.85,7872.97,8434.22,8917.6,9238.31,9763.89,9887.65,10114.1,..
    FR831: Corse-du-Sud,Small regions (TL3) - predominantly rural close to a city,3043.35,3129.39,3141.54,3331.14,3570.76,3949.2,4155.99,4292.49,4540.69,4698.51,5051.31,5051.63,..,..
    FR832: Haute-Corse,Small regions (TL3) - predominantly rural remote,2668.65,2839.87,2902.35,3005.48,3270.76,3544.64,3716.98,4142.87,4376.91,4539.79,4713.76,4836.02,..,..
DEU: Germany,Country,2279430,2342440,2419860,2530120,2650690,2855800,3022120,3151630,3036130,3234540,3442040,3500330,3539320,..
  DE1: Baden-Württemberg,Large regions (TL2),340093,347623,359615,373020,388506,427131,454217,469993,437922,478291,514447,525986,530138,..
  DE2: Bavaria,,385231,401453,413389,434405,456354,492137,521785,538697,529982,566179,612648,623541,635283,..
  DE3: Berlin,,90359,91521.3,92838.1,94717.9,100194,108200,114479,122963,124237,130151,137864,139388,141518,..
  DE4: Brandenburg,,48477.2,49489.3,50930,53676,56495.4,60791.5,63790.2,67492.9,66238.2,70745.7,73917.5,75502.9,76020,..
  DE5: Bremen,,24642.1,25630.6,26830.5,27604.9,28986.3,31407.7,32781.5,34030.2,31285.5,33932.1,35728.8,36582.9,37061.4,..
  DE6: Hamburg,,86623.8,89300.8,91509.4,95855.4,100800,106138,110571,116588,112205,118093,121363,123808,125308,..
  DE7: Hesse,,211215,215590,225817,234281,245303,261843,274202,284050,269805,282452,296060,297511,305688,..
  DE8: Mecklenburg-Vorpommern,,31844.8,32330.6,33230.1,34761,36285.4,38531.4,40984.4,43059.8,42578.7,44531.4,46922.9,47813.7,47004.8,..
  DE9: Lower Saxony,,195059,196654,203715,212958,226545,244536,257012,270638,260147,279902,301231,306536,310710,..
  DEA: North Rhine-Westphalia,,499452,515155,530423,556681,581772,622525,666929,699125,673271,712301,753707,766358,763549,..
  DEB: Rhineland-Palatinate,,98767.6,102400,105707,111466,115803,124556,130927,136168,133234,142458,151816,155396,156524,..
  DEC: Saarland,,26938.8,27348.7,28300.7,30322,32911.5,35513.2,37470.4,38868.7,35212.2,37782.9,40593.9,40931.2,41030.9,..
  DED: Saxony,,83215.2,87127.4,90863.3,95841.7,99376.3,107646,113211,117034,114026,120171,127389,128464,131920,..
  DEE: Saxony-Anhalt,,45631.3,47741,49089.6,51443.6,53526.3,57751.7,60927,63206.5,60642.4,64770.6,66489.1,68243.6,68901,..
  DEF: Schleswig-Holstein,,69044.1,69222.7,71905.4,75023.8,77910.2,83466.8,86256,91263.9,88997.8,92338.5,97108,99029.8,102409,..
  DEG: Thuringia,,42830.8,43852.3,45693.8,48059.9,49925.6,53623.8,56583.1,58448,56346.6,60436.5,64747.2,65238.3,66255.5,..
GRC: Greece,Country,226659,245880,259648,277605,278911,311726,324007,345353,340416,322344,296717,282449,283041,..
    GR11: East Macedonia - Thrace,Large regions (TL2),9365.38,9989.82,10396.3,10916.5,11056.9,11700.2,12521.6,13580.4,13295.1,13015.8,11744.3,11130.5,11505.4,..
    GR12: Central Macedonia,,31869.1,33983.3,35597.7,38160.2,38058.3,42812.5,44771.8,47738.3,46652.6,43585.8,40563.1,37972.7,38120.3,..
    GR13: West Macedonia,,5258.33,5871.46,6201.45,6631.86,6631.31,7368.44,7560.54,7831.56,7942.95,7179.04,6545.56,6259.7,6163.85,..
    GR14: Thessaly,,11999,13070.3,14307.7,14909.1,14532.9,16027.7,16292.8,17343.5,16931.1,15639.1,14342.3,13824,14720,..
    GR21: Epirus,,5425.36,5879.04,6210.18,6347.08,6356.81,6910.51,7013.65,7412.16,7319.27,7087.84,6599.84,6169.53,6694.44,..
    GR22: Ionian Islands,,4381.45,4498.68,4949.53,5180.65,5310.65,5771.4,5965.78,6370.81,6014.56,5699.91,5043.07,4947.84,5037.51,..
    GR23: West Greece,,11068.4,12099,12718.4,13619,13654.8,15422.4,15546.9,16279.4,15761.2,15345.6,13923.8,13326.6,13483.5,..
    GR24: Central Greece,,12277.9,12653.6,13068.9,13426.3,13623.9,14480.7,14606.2,15493.4,14971.2,14060.3,12995.4,12424.9,12369.6,..
